Hours_Studied,Attendance,Previous_Scores,Motivation_Level,Family_Income,Teacher_Quality,School_Type,Parental_Education_Level,Exam_Score
22,66,74,Medium,Low,High,Public,Postgraduate,65
16,93,65,Low,Medium,Medium,Public,High School,66
25,71,96,Low,Low,Medium,Public,High School,69
21,74,95,Low,Medium,Medium,Private,High School,66
22,69,51,Medium,Low,High,Public,High School,65
15,83,83,Low,High,Medium,Public,Postgraduate,66
24,74,54,Medium,Low,,Public,,63
33,86,80,Medium,Low,High,Public,Postgraduate,72
14,61,93,Low,Medium,High,Public,High School,62
18,63,82,Medium,High,Medium,Private,High School,64
21,64,73,High,Low,Medium,Public,College,61
25,77,98,Low,High,Medium,Public,High School,70
17,93,87,Medium,Low,High,Private,High School,67
3,96,62,Medium,Low,Medium,Private,High School,66
28,70,69,Medium,Low,Low,Public,High School,66
25,83,88,Low,Medium,High,Public,College,68
10,91,51,Medium,Low,Medium,Public,Postgraduate,67
16,72,53,Medium,High,High,Public,College,65
29,76,93,Low,Medium,High,Public,College,70
29,81,52,Medium,High,Medium,Public,College,69
26,65,84,Medium,Low,High,Public,Postgraduate,68
19,61,66,Medium,High,Medium,Public,High School,61
20,66,91,Low,Medium,High,Public,High School,65
19,85,92,Medium,Medium,Medium,Public,College,71
27,63,98,Low,Medium,Medium,Private,High School,66
15,68,55,Medium,High,Medium,Private,High School,62
15,74,71,Medium,Low,High,Public,Postgraduate,61
26,63,79,Medium,Low,High,Public,High School,67
20,68,96,Medium,Low,High,Public,High School,66
28,96,63,High,High,Medium,Public,High School,71
16,61,54,High,Low,High,Private,College,62
20,86,60,Low,High,Medium,Public,Postgraduate,67
14,75,75,Medium,Low,High,Public,High School,64
20,87,84,Medium,Medium,Medium,Private,High School,68
11,84,85,High,Medium,Medium,Public,College,67
17,69,54,High,High,Low,Public,High School,63
11,94,88,Medium,Medium,Medium,Public,High School,70
24,80,83,Medium,Low,Low,Public,High School,67
24,93,70,Low,Medium,High,Private,High School,71
10,76,79,Low,Medium,Medium,Private,High School,62
28,99,88,Medium,Low,Medium,Public,High School,75
35,91,63,Low,Medium,Medium,Public,High School,72
20,99,97,Low,High,Medium,Public,College,73
16,81,57,High,Low,Low,Private,High School,64
37,79,95,High,High,Medium,Public,High School,73
12,90,87,Low,Low,High,Public,Postgraduate,66
20,95,83,High,Medium,Medium,Private,High School,69
21,99,54,High,Low,Medium,Public,College,70
28,73,96,Medium,Medium,Medium,Public,Postgraduate,70
22,92,65,Medium,Medium,High,Private,High School,71
17,68,87,High,Low,Medium,Private,College,64
14,82,94,Low,Medium,High,Private,Postgraduate,71
18,67,62,High,Low,Low,Private,High School,63
14,74,96,Low,Low,High,Public,College,68
20,97,81,Medium,Medium,High,Public,College,71
17,66,83,Medium,Medium,High,Private,High School,65
11,85,96,Medium,Low,Medium,Public,High School,66
28,84,76,High,High,Medium,Private,High School,72
17,65,72,Low,Low,Medium,Public,College,65
12,73,82,Medium,Low,Medium,Public,High School,60
19,83,78,High,Low,High,Public,Postgraduate,67
20,67,53,High,Low,Medium,Private,Postgraduate,65
10,92,59,High,Low,Medium,Public,High School,64
22,99,51,Medium,High,High,Public,High School,72
14,69,55,Medium,Low,Low,Private,High School,62
30,67,86,Medium,Low,Medium,Public,High School,67
23,78,50,Medium,Medium,Medium,Private,Postgraduate,67
18,90,65,Low,Medium,Medium,Public,College,69
16,71,72,Low,Medium,Low,Private,College,65
19,61,97,Low,Medium,High,Public,College,62
24,82,66,Medium,Medium,Medium,Private,Postgraduate,69
20,98,89,Medium,High,Medium,Public,College,72
19,76,70,Low,Low,Medium,Public,College,63
20,77,55,Low,Medium,Medium,Public,College,64
16,99,55,Medium,High,Medium,Public,College,67
18,88,72,High,High,High,Public,Postgraduate,70
7,89,53,Medium,Low,High,Private,High School,64
26,83,79,Medium,High,Medium,Public,High School,69
22,99,75,Low,Medium,Medium,Private,High School,72
15,88,85,Medium,Medium,Medium,Private,Postgraduate,69
31,96,59,Medium,Low,Medium,Private,High School,75
21,88,80,Low,Medium,Medium,Public,Postgraduate,67
14,89,59,High,Low,Medium,Private,College,67
25,72,86,High,Medium,,Public,High School,66
22,72,65,High,Medium,Medium,Public,High School,64
22,91,81,Medium,Low,High,Private,High School,68
17,72,94,High,Low,Medium,Public,High School,66
23,83,74,Medium,Low,Medium,Public,Postgraduate,69
18,70,60,Medium,Medium,High,Public,College,65
23,93,94,High,Medium,Low,Private,High School,70
9,64,68,Low,Medium,Medium,Private,High School,57
17,93,87,Low,High,High,Private,College,69
30,84,66,Low,Medium,Low,Public,Postgraduate,70
15,67,65,Medium,Medium,Medium,Private,College,63
16,82,82,Medium,Medium,Low,Public,Postgraduate,66
17,71,58,Medium,Medium,Medium,Private,High School,64
13,73,93,Medium,High,High,Public,Postgraduate,65
7,74,69,High,High,Medium,Public,High School,64
19,63,51,High,Medium,Medium,Public,High School,62
21,99,65,Low,Medium,Medium,Private,College,71
20,61,89,Medium,Medium,Medium,Public,Postgraduate,64
19,86,93,High,Medium,High,Public,High School,72
20,75,78,Medium,Low,Medium,Public,College,64
26,86,65,Medium,High,High,Private,Postgraduate,71
19,74,76,High,Medium,High,Public,College,68
17,87,92,Medium,High,Low,Public,College,68
18,89,66,Medium,Medium,Medium,Public,College,68
23,88,69,Medium,Low,High,Public,High School,69
28,65,77,High,Low,High,Public,College,67
16,86,94,Low,Low,Medium,Private,High School,66
21,71,79,Medium,Low,Medium,Private,Postgraduate,65
22,61,60,High,High,Low,Private,High School,63
14,77,54,Medium,Medium,High,Public,High School,62
20,77,55,Medium,High,Low,Private,College,67
11,79,98,Medium,Low,Medium,Public,High School,65
9,88,91,Medium,Low,,Public,College,66
22,72,88,Medium,Medium,Medium,Public,High School,66
18,73,75,Medium,High,Medium,Public,College,64
21,62,84,Medium,Low,Medium,Public,High School,67
20,87,56,Medium,Medium,Medium,Public,College,67
14,83,81,Low,Low,Medium,Public,High School,61
20,74,91,Medium,Low,Medium,Public,High School,66
13,88,53,Medium,Medium,Medium,Private,College,66
28,81,65,Medium,Low,Medium,Public,High School,67
12,79,56,High,Low,Low,Public,High School,64
19,80,63,Low,Low,Medium,Public,High School,64
14,85,89,Medium,Medium,High,Public,College,67
23,86,67,Low,Medium,High,Private,College,68
18,72,84,Medium,Medium,Medium,Public,High School,64
17,66,89,Medium,Medium,Medium,Private,College,63
25,66,91,Medium,Low,High,Public,College,68
20,86,94,Low,Low,Medium,Private,High School,64
23,95,80,High,Low,Medium,Public,High School,70
14,76,64,Medium,Medium,Medium,Private,College,64
12,67,58,Medium,High,Medium,Public,High School,59
21,90,75,Medium,Low,High,Public,High School,71
18,93,55,Medium,Low,Medium,Public,High School,67
24,95,96,High,Low,Medium,Private,Postgraduate,73
20,84,72,Medium,High,Medium,Public,High School,66
21,94,94,Medium,Low,High,Private,College,73
10,61,85,High,Medium,Medium,Public,High School,62
31,64,93,Medium,Low,High,Public,High School,69
19,64,94,Medium,Medium,High,Private,Postgraduate,66
24,89,53,Medium,Low,High,Private,High School,68
15,63,86,Low,High,Medium,Public,High School,65
22,80,61,High,Low,Medium,Public,College,67
12,79,99,Low,Medium,Medium,Public,High School,64
23,72,89,Medium,Medium,High,Private,High School,67
18,95,50,Low,Medium,Medium,Private,High School,66
20,67,96,High,High,High,Public,High School,68
24,74,65,Low,Medium,High,Public,College,68
13,91,71,Low,Low,Medium,Public,College,64
16,61,81,Low,Medium,Medium,Public,High School,63
23,87,96,Medium,Medium,Medium,Public,College,72
33,93,96,Medium,Low,High,Public,Postgraduate,75
19,97,78,Low,Low,Medium,Public,High School,71
24,95,66,Low,High,High,Public,High School,71
19,73,64,Low,Medium,Medium,Public,College,66
32,83,68,Medium,Low,Medium,Private,High School,71
10,63,59,Low,Medium,High,Public,Postgraduate,61
21,70,83,Medium,Medium,Medium,Public,High School,65
10,64,76,Low,Low,Medium,Private,High School,58
5,73,89,High,Medium,Medium,Public,High School,62
22,95,55,Medium,High,High,Public,College,69
21,74,70,Medium,Medium,Medium,Public,Postgraduate,65
18,82,62,High,Low,Medium,Private,High School,69
19,77,77,High,Low,High,Private,College,68
39,78,73,Medium,Low,Medium,Public,College,70
18,99,72,Medium,Low,Medium,Public,High School,72
23,72,66,Low,Low,Medium,Private,Postgraduate,66
16,85,86,Low,High,Medium,Private,High School,68
22,77,74,High,Low,Low,Private,College,67
19,62,60,Medium,Low,Medium,Public,College,61
18,80,77,Medium,Low,High,Public,College,64
31,93,80,Medium,Medium,Medium,Public,High School,74
27,64,51,High,Low,High,Public,High School,64
21,63,60,Medium,Medium,Medium,Public,Postgraduate,64
6,66,62,Low,Low,Medium,Public,Postgraduate,61
18,91,62,Medium,Low,Medium,Private,High School,71
36,89,62,Low,Low,High,Private,College,72
19,83,64,Medium,Medium,Medium,Private,Postgraduate,68
27,79,63,High,Low,Medium,Public,College,69
29,96,94,High,Low,High,Public,High School,74
21,91,66,Low,Low,Medium,Public,College,70
15,92,67,Low,High,High,Public,Postgraduate,69
5,93,63,Medium,Medium,High,Public,Postgraduate,64
24,86,98,Medium,High,Medium,Public,Postgraduate,71
15,78,77,Low,High,Medium,Public,College,65
21,95,81,Medium,Medium,Medium,Public,High School,71
13,97,87,Low,Medium,High,Public,Postgraduate,71
18,61,67,Medium,High,High,Public,Postgraduate,66
20,62,98,High,High,Low,Public,High School,64
22,98,58,Medium,Medium,,Private,,70
13,71,73,Low,High,High,Private,High School,61
27,95,57,High,Medium,Low,Private,High School,71
16,76,90,Medium,Low,Medium,Public,Postgraduate,65
10,65,55,Medium,Low,High,Public,High School,59
19,63,78,Low,Medium,Medium,Public,College,63
20,66,55,Low,High,High,Public,Postgraduate,64
21,70,73,Low,High,Medium,Public,College,63
28,80,64,Medium,Low,Medium,Private,Postgraduate,70
19,88,95,Medium,Medium,High,Public,High School,70
19,99,53,Medium,Medium,Medium,Private,College,72
13,78,82,High,Low,High,Public,College,65
25,81,85,High,Medium,Medium,Public,Postgraduate,71
21,81,94,Medium,Medium,Medium,Public,Postgraduate,70
17,82,94,Medium,High,High,Private,High School,66
9,81,99,Medium,Low,Medium,Public,High School,64
29,60,63,Medium,Low,Medium,Public,Postgraduate,64
13,60,64,Low,Medium,Medium,Public,College,59
16,64,70,Medium,Low,Low,Public,High School,65
22,64,77,Medium,Low,High,Public,High School,66
13,88,68,High,High,Medium,Public,High School,67
11,68,87,Medium,Low,Medium,Public,High School,62
7,96,50,Medium,High,Medium,Private,College,65
24,97,51,Medium,Low,,Public,Postgraduate,73
17,99,86,Low,Medium,Medium,Private,College,70
38,98,94,Medium,Low,Low,Public,Postgraduate,75
14,71,89,Medium,Medium,Medium,Public,Postgraduate,66
14,80,56,Low,Low,Medium,Public,Postgraduate,65
17,67,97,Medium,Medium,Low,Public,Postgraduate,64
21,92,76,Low,Low,Medium,Public,College,70
17,96,87,Medium,Medium,Medium,Private,High School,71
24,94,60,Low,Medium,Medium,Public,High School,68
14,77,77,Low,Low,High,Private,College,64
12,90,67,Low,Low,Low,Public,High School,67
9,64,99,Medium,Low,High,Public,High School,65
7,62,74,Medium,Medium,Medium,Public,Postgraduate,62
17,90,88,Low,Medium,Medium,Public,College,68
18,77,80,Medium,Medium,Low,Private,College,66
16,100,55,High,Low,Medium,Public,College,69
27,64,77,High,High,Medium,Public,High School,68
27,94,77,Medium,Medium,High,Public,College,71
18,79,86,Medium,Low,Low,Public,College,68
9,93,66,Medium,Low,Low,Private,College,64
17,93,93,Low,Low,Medium,Public,College,66
16,97,81,High,High,High,Private,High School,70
16,72,52,Medium,Medium,High,Public,College,60
16,98,85,Low,Low,High,Public,College,69
16,66,95,Low,Medium,Medium,Public,College,65
18,63,84,Medium,Medium,High,Public,High School,66
16,77,69,Medium,Medium,Medium,Private,High School,64
21,93,80,Medium,High,High,Public,College,71
22,79,59,Medium,Medium,Medium,Public,College,66
15,93,80,Low,Low,Medium,Public,High School,66
28,89,75,Medium,Low,Low,Private,High School,68
14,68,51,High,High,Medium,Public,High School,63
10,98,66,Low,Low,High,Public,College,66
22,62,60,Low,Medium,High,Public,College,61
15,96,70,High,Low,High,Private,College,70
22,72,62,Low,High,Medium,Private,College,68
6,80,92,Low,Low,Medium,Public,Postgraduate,65
28,77,85,High,Low,Medium,Public,Postgraduate,69
24,67,87,Low,Medium,Medium,Public,College,67
11,74,68,Low,Medium,Medium,Public,High School,62
11,68,50,Low,Low,High,Private,High School,61
30,68,61,High,Medium,Medium,Public,Postgraduate,70
16,67,88,Medium,High,Low,Public,College,65
15,80,80,Medium,Low,Medium,Public,High School,65
6,92,77,Medium,Low,High,Public,High School,66
18,83,64,Low,Medium,High,Private,High School,66
19,96,54,High,Low,Medium,Public,College,69
24,85,89,Medium,Low,Medium,Public,High School,70
12,88,52,Low,Medium,High,Public,High School,63
11,87,53,High,Medium,Medium,Public,High School,64
23,78,65,High,Low,High,Public,College,65
26,88,79,Medium,Low,High,Public,High School,71
11,63,100,High,Medium,Medium,Public,High School,61
26,94,55,Low,High,Medium,Public,High School,69
20,91,74,Medium,Medium,Medium,Public,High School,69
27,70,80,Low,Low,Medium,Public,High School,66
20,91,91,Medium,High,High,Public,High School,72
5,61,84,High,Medium,Medium,Public,College,60
19,69,90,Medium,Low,Medium,Public,College,62
26,63,76,Medium,Medium,High,Public,High School,66
15,91,72,Low,High,High,Private,High School,69
18,90,81,Medium,Medium,Low,Public,Postgraduate,69
19,93,95,Low,Medium,Medium,Private,High School,71
3,60,78,Low,Low,Medium,Public,Postgraduate,57
30,80,80,Medium,Low,Medium,Private,Postgraduate,72
15,88,67,Medium,Medium,High,Private,High School,66
23,66,80,Medium,Medium,Medium,Public,College,66
19,86,81,Medium,Medium,High,Public,College,70
28,63,88,Medium,Low,High,Public,High School,67
22,67,79,Medium,Medium,Low,Private,College,65
19,79,60,Low,Low,Medium,Public,High School,63
15,86,79,Medium,Low,Medium,Public,College,68
25,66,65,Medium,Medium,Medium,Public,High School,63
9,67,54,Medium,Medium,High,Private,College,63
24,68,91,High,High,Medium,Public,College,68
13,70,53,Medium,Low,Medium,Public,College,60
28,69,82,High,Medium,Medium,Private,High School,67
21,76,99,High,Low,Low,Public,College,65
24,86,54,Medium,Low,High,Public,College,68
20,78,61,Medium,Medium,Medium,Public,High School,62
9,91,88,Low,Medium,Medium,Public,Postgraduate,65
15,89,55,High,Low,Medium,Private,High School,66
24,65,92,Low,Medium,High,Public,High School,67
21,62,50,Low,High,Medium,Public,High School,60
27,95,94,High,Medium,Medium,Public,Postgraduate,74
22,63,53,Medium,High,Medium,Public,High School,62
14,66,96,Low,High,Medium,Public,College,61
15,61,93,High,Medium,High,Public,High School,63
21,85,77,Medium,Low,Medium,Public,College,66
6,83,89,Medium,Low,Medium,Public,Postgraduate,65
30,99,54,Medium,Medium,Medium,Private,Postgraduate,72
23,95,57,Medium,Low,Medium,Private,High School,70
27,76,68,Medium,Medium,Medium,Public,Postgraduate,71
11,75,77,Medium,High,High,Private,College,64
27,72,93,Low,High,Medium,Public,College,70
33,66,77,Medium,Medium,Low,Public,High School,68
12,66,83,Medium,Medium,Medium,Public,High School,61
25,65,84,High,High,Medium,Public,High School,68
20,65,94,Medium,Low,High,Public,Postgraduate,64
11,70,89,Low,Medium,Medium,Public,High School,64
23,72,99,Medium,Medium,High,Private,Postgraduate,71
25,98,51,Medium,Medium,Medium,Private,College,72
16,83,60,Medium,High,Medium,Public,College,66
27,100,97,Low,Low,High,Public,High School,74
10,75,90,Medium,Medium,High,Public,Postgraduate,65
11,78,63,Low,Low,Medium,Public,High School,64
21,73,99,Medium,Medium,High,Public,College,69
20,67,93,Low,Low,Medium,Public,College,62
16,66,53,High,Medium,Medium,Public,Postgraduate,62
25,98,91,Medium,Low,Low,Public,Postgraduate,72
23,99,89,High,Medium,Medium,Public,High School,73
25,62,61,High,Medium,Medium,Public,Postgraduate,64
19,66,83,Medium,Medium,High,Public,High School,65
24,77,99,Medium,Low,Medium,Public,High School,70
17,67,84,High,High,High,Public,Postgraduate,66
32,75,91,Low,High,Medium,Public,College,70
15,65,55,Low,Medium,Medium,Private,High School,63
33,78,86,Medium,Low,High,Public,High School,69
20,71,60,Low,Medium,Medium,Public,High School,64
12,74,54,Medium,Medium,Medium,Private,Postgraduate,63
28,64,78,Low,Medium,Medium,Private,Postgraduate,66
21,77,88,Low,High,Medium,Private,College,68
25,99,77,Medium,High,High,Public,High School,97
27,73,97,Medium,Medium,High,Public,High School,67
22,95,85,Medium,Medium,Medium,Private,College,71
16,94,56,Low,Low,High,Public,College,66
26,98,97,Medium,Low,Medium,Public,Postgraduate,72
20,92,58,Low,Low,Low,Public,Postgraduate,70
24,86,88,Medium,Low,Medium,Public,High School,69
7,94,57,High,Medium,Medium,Public,Postgraduate,66
23,63,100,Low,Medium,High,Private,Postgraduate,69
16,79,67,Low,Medium,High,Private,College,65
30,100,75,Medium,Low,Medium,Public,College,75
24,91,73,Medium,Low,High,Private,Postgraduate,70
21,98,55,Low,Medium,Medium,Public,High School,70
23,91,75,Low,Low,High,Public,High School,69
14,95,57,Medium,Low,Low,Public,College,68
30,88,90,High,High,Medium,Private,College,73
32,90,98,High,Medium,High,Public,College,74
22,81,90,Medium,High,Medium,Public,College,66
30,97,72,High,Low,High,Public,High School,74
17,93,50,Low,High,Medium,Public,High School,67
15,94,52,Low,Medium,Medium,Private,College,67
