"Hours_Studied","Attendance","Previous_Scores","Motivation_Level","Family_Income","Teacher_Quality","School_Type","Parental_Education_Level","Exam_Score","gruppi","Previous_Level","Score_Groups","Study_level"
8,67,92,"Medium","High","High","Private","College",63,"0-10","3","1","1"
20,95,58,"Low","Low","High","Public","College",69,"11-20","1","2","3"
24,71,90,"Low","Medium","High","Private","College",69,"21-30","3","2","3"
22,63,80,"Medium","High","High","Private","College",64,"21-30","2","1","3"
21,86,59,"High","Medium","High","Private","College",69,"21-30","1","2","3"
27,86,88,"Medium","Medium","Medium","Private","Postgraduate",72,"21-30","3","3","3"
17,64,73,"High","Low","Medium","Public","College",62,"11-20","2","1","2"
25,73,82,"Low","Medium","Medium","Private","High School",66,"21-30","2","2","3"
10,100,93,"Low","Medium","Low","Public","High School",65,"0-10","3","1","2"
15,87,63,"Medium","High","Medium","Public","College",69,"11-20","1","2","2"
9,89,68,"High","High","High","Public","High School",65,"0-10","2","1","1"
18,69,100,"Medium","Medium","High","Public","High School",67,"11-20","3","2","2"
20,63,75,"Low","Medium","High","Public","High School",63,"11-20","2","1","3"
21,71,78,"Low","Medium","Medium","Public","High School",66,"21-30","2","2","3"
20,70,64,"Low","Low","Low","Private","High School",61,"11-20","2","1","3"
14,69,71,"Medium","Medium","Medium","Public","High School",64,"11-20","2","1","2"
19,68,75,"Low","Medium","Medium","Private","Postgraduate",64,"11-20","2","1","2"
11,83,63,"Medium","Low","Medium","Public","College",65,"11-20","1","1","2"
28,73,62,"Medium","High","Medium","Public","Postgraduate",68,"21-30","1","2","3"
18,93,80,"Medium","Medium","Medium","Private","High School",69,"11-20","2","2","2"
17,67,59,"Medium","Medium","Medium","Public","High School",61,"11-20","1","1","2"
30,79,78,"Medium","High","High","Private","Postgraduate",72,"21-30","2","3","4"
13,61,85,"Medium","Low","Medium","Private","College",61,"11-20","2","1","2"
13,79,60,"Medium","Low","High","Private","College",66,"11-20","1","2","2"
13,62,87,"Medium","Low","Medium","Public","College",60,"11-20","2","1","2"
20,99,68,"Low","Low","High","Public","Postgraduate",69,"11-20","2","2","3"
23,92,100,"Medium","High","High","Public","College",72,"21-30","3","3","3"
24,80,99,"Low","Medium","Medium","Public","High School",69,"21-30","3","2","3"
35,63,90,"Low","Medium","Medium","Public","College",71,"30+","3","3","4"
7,84,67,"Medium","Medium","Medium","Private","College",64,"0-10","2","1","1"
24,90,97,"High","Low","Medium","Public","High School",71,"21-30","3","3","3"
17,68,100,"High","Medium","High","Public","High School",64,"11-20","3","1","2"
16,83,73,"High","Low","Low","Public","College",67,"11-20","2","2","2"
16,93,81,"Medium","Low","Medium","Private","Postgraduate",67,"11-20","2","2","2"
15,91,50,"High","Medium","Medium","Public","High School",66,"11-20","1","2","2"
30,92,52,"Medium","High","Medium","Private","College",73,"21-30","1","3","4"
25,95,75,"Medium","Medium","Medium","Private","High School",73,"21-30","2","3","3"
20,98,80,"Medium","Medium","Medium","Public","College",70,"11-20","2","3","3"
28,76,66,"Medium","High","Low","Public","College",70,"21-30","2","3","3"
11,83,55,"Low","Low","Medium","Public","Postgraduate",62,"11-20","1","1","2"
12,92,89,"Medium","Medium","High","Private","Postgraduate",68,"11-20","3","2","2"
7,88,71,"Medium","Low","Medium","Public","High School",65,"0-10","2","1","1"
16,100,82,"Medium","High","Medium","Public","High School",73,"11-20","2","3","2"
21,61,83,"High","Low","","Private","College",65,"21-30","2","1","3"
21,74,77,"High","Medium","Medium","Public","College",66,"21-30","2","2","3"
21,71,59,"Medium","Low","Medium","Public","College",64,"21-30","1","1","3"
12,70,81,"High","Low","Medium","Public","High School",63,"11-20","2","1","2"
25,69,66,"Medium","Low","Low","Public","College",62,"21-30","2","1","3"
21,88,91,"Low","Low","Medium","Private","Postgraduate",70,"21-30","3","3","3"
24,63,60,"Medium","High","Medium","Public","High School",65,"21-30","1","1","3"
9,90,65,"Medium","Medium","Medium","Private","High School",64,"0-10","2","1","1"
22,88,72,"Low","High","Medium","Public","Postgraduate",70,"21-30","2","3","3"
13,70,87,"Medium","Low","Low","Public","High School",62,"11-20","2","1","2"
18,70,86,"Medium","High","Medium","Public","High School",67,"11-20","2","2","2"
23,85,67,"Low","Medium","Medium","Private","Postgraduate",66,"21-30","2","2","3"
21,90,76,"High","High","High","Public","College",74,"21-30","2","3","3"
15,95,62,"Medium","Medium","Medium","Public","High School",69,"11-20","1","2","2"
20,94,89,"Low","Medium","Medium","Public","High School",70,"11-20","3","3","3"
11,99,60,"Medium","High","Medium","Public","College",68,"11-20","1","2","2"
27,83,91,"Medium","Low","","Public","Postgraduate",70,"21-30","3","3","3"
19,96,97,"Medium","Medium","Medium","Public","High School",71,"11-20","3","3","2"
27,92,100,"High","Medium","High","Public","Postgraduate",73,"21-30","3","3","3"
17,96,93,"Low","Medium","Medium","Private","High School",69,"11-20","3","2","2"
17,60,61,"Medium","Low","Medium","Public","Postgraduate",61,"11-20","1","1","2"
15,99,71,"Medium","Medium","Medium","Public","College",68,"11-20","2","2","2"
25,79,54,"Medium","Low","Medium","Private","Postgraduate",66,"21-30","1","2","3"
16,92,58,"Low","High","Medium","Private","High School",67,"11-20","1","2","2"
24,65,52,"Medium","High","Medium","Public","Postgraduate",64,"21-30","1","1","3"
18,76,82,"High","Medium","Medium","Private","College",67,"11-20","2","2","2"
8,71,77,"Medium","High","Medium","Public","High School",61,"0-10","2","1","1"
17,72,96,"High","Low","High","Public","High School",65,"11-20","3","1","2"
13,65,73,"Medium","Low","Medium","Private","Postgraduate",62,"11-20","2","1","2"
20,92,82,"Medium","Medium","Medium","Public","High School",69,"11-20","2","2","3"
13,60,70,"Medium","Medium","Medium","Public","College",61,"11-20","2","1","2"
26,73,91,"Medium","Low","Low","Public","High School",69,"21-30","3","2","3"
19,67,96,"High","High","Low","Public","College",64,"11-20","3","1","2"
19,84,72,"High","Low","Medium","Public","High School",65,"11-20","2","1","2"
24,70,54,"Low","High","Medium","Public","High School",64,"21-30","1","1","3"
26,70,58,"Medium","Low","Low","Private","Postgraduate",68,"21-30","1","2","3"
20,80,86,"High","Low","Medium","Private","High School",67,"11-20","2","2","3"
15,86,66,"Low","Medium","High","Private","College",68,"11-20","2","2","2"
9,65,89,"Medium","Low","Medium","Public","High School",61,"0-10","3","1","1"
16,67,87,"High","High","High","Public","College",69,"11-20","2","2","2"
16,70,85,"High","Medium","Medium","Private","High School",64,"11-20","2","1","2"
21,99,91,"Medium","Medium","Medium","Public","College",74,"21-30","3","3","3"
18,76,88,"Low","Medium","Medium","Public","College",66,"11-20","3","2","2"
24,84,82,"Medium","Medium","Medium","Public","High School",68,"21-30","2","2","3"
16,70,50,"High","High","Medium","Private","Postgraduate",65,"11-20","1","1","2"
20,80,76,"Medium","Low","Medium","Private","College",66,"11-20","2","2","3"
27,63,80,"Medium","Medium","High","Public","High School",66,"21-30","2","2","3"
22,61,98,"High","High","Low","Private","College",65,"21-30","3","1","3"
20,79,83,"Medium","Low","Medium","Private","College",67,"11-20","2","2","3"
16,76,79,"Medium","Low","High","Public","Postgraduate",65,"11-20","2","1","2"
16,65,77,"Medium","High","High","Public","High School",63,"11-20","2","1","2"
15,88,55,"Medium","High","High","Private","High School",67,"11-20","1","2","2"
17,100,71,"Low","Low","Medium","Public","High School",70,"11-20","2","3","2"
25,76,57,"Low","Medium","Medium","Public","Postgraduate",68,"21-30","1","2","3"
19,85,53,"High","Medium","Medium","Public","College",66,"11-20","1","2","2"
12,99,66,"Low","Medium","Low","Private","Postgraduate",67,"11-20","2","2","2"
31,93,82,"Low","High","High","Private","High School",72,"30+","2","3","4"
22,79,93,"Medium","Medium","Medium","Private","High School",68,"21-30","3","2","3"
12,89,91,"Medium","Low","High","Public","High School",66,"11-20","3","2","2"
17,65,65,"Medium","High","Medium","Private","High School",62,"11-20","2","1","2"
21,80,52,"Medium","Low","Medium","Public","High School",65,"21-30","1","1","3"
30,71,70,"Low","Medium","Medium","Public","High School",67,"21-30","2","2","4"
13,66,66,"Low","Medium","Medium","Public","College",62,"11-20","2","1","2"
26,77,69,"Low","High","Medium","Public","High School",66,"21-30","2","2","3"
28,65,78,"High","High","Medium","Private","College",67,"21-30","2","2","3"
16,88,52,"Medium","High","High","Public","High School",68,"11-20","1","2","2"
18,78,69,"Medium","Medium","Medium","Public","Postgraduate",66,"11-20","2","2","2"
14,81,78,"Medium","Medium","Medium","Private","College",68,"11-20","2","2","2"
19,66,72,"Medium","Low","Medium","Public","High School",62,"11-20","2","1","2"
20,66,83,"Medium","Low","","Public","College",64,"11-20","2","1","3"
24,83,59,"Medium","Low","Medium","Public","High School",68,"21-30","1","2","3"
27,99,58,"Low","Medium","Medium","Private","Postgraduate",71,"21-30","1","3","3"
16,64,65,"Medium","Medium","High","Public","High School",63,"11-20","2","1","2"
8,71,55,"High","Low","High","Public","College",62,"0-10","1","1","1"
20,95,62,"Low","Low","Low","Private","College",69,"11-20","1","2","3"
22,63,54,"Medium","Medium","Medium","Private","High School",62,"21-30","1","1","3"
21,95,70,"Medium","High","Medium","Public","High School",71,"21-30","2","3","3"
18,81,86,"Medium","Low","Medium","Public","College",69,"11-20","2","2","2"
21,76,64,"Low","Medium","High","Private","High School",66,"21-30","2","2","3"
29,72,50,"Low","Low","Medium","Public","High School",64,"21-30","1","1","3"
22,72,78,"Low","Low","High","Public","Postgraduate",65,"21-30","2","1","3"
18,72,85,"High","High","High","Private","High School",68,"11-20","2","2","2"
17,95,70,"High","Low","Medium","Public","High School",69,"11-20","2","2","2"
19,89,65,"Low","Low","Medium","Public","Postgraduate",68,"11-20","2","2","2"
30,87,75,"Low","Low","Low","Public","College",71,"21-30","2","3","4"
19,92,55,"Medium","Medium","Medium","Public","High School",66,"11-20","1","2","2"
20,70,82,"Medium","Low","High","Private","High School",65,"11-20","2","1","3"
17,85,87,"Medium","Low","Medium","Private","",68,"11-20","2","2","2"
27,78,85,"Medium","High","Medium","Public","College",72,"21-30","2","3","3"
32,91,66,"Medium","Low","High","Public","Postgraduate",75,"30+","2","3","4"
23,72,92,"Low","High","Medium","Public","College",67,"21-30","3","2","3"
20,86,97,"Low","Low","Medium","Private","High School",67,"11-20","3","2","3"
20,95,65,"High","Low","Medium","Public","College",70,"11-20","2","3","3"
6,76,63,"Medium","Medium","Medium","Public","College",64,"0-10","1","1","1"
24,63,85,"High","Low","Medium","Private","High School",65,"21-30","2","1","3"
21,81,85,"Medium","Low","High","Public","Postgraduate",68,"21-30","2","2","3"
23,74,76,"Medium","Medium","Low","Public","College",67,"21-30","2","2","3"
16,87,96,"Medium","Low","High","Public","College",66,"11-20","3","2","2"
18,98,57,"Low","High","Medium","Private","Postgraduate",69,"11-20","1","2","2"
18,79,74,"Low","Low","Medium","Public","High School",64,"11-20","2","1","2"
26,79,52,"High","Medium","Medium","Public","Postgraduate",68,"21-30","1","2","3"
18,86,53,"Low","Low","High","Private","High School",68,"11-20","1","2","2"
32,64,53,"Low","Low","Medium","Private","College",65,"30+","1","1","4"
23,70,75,"Medium","High","Medium","Public","High School",65,"21-30","2","1","3"
12,97,79,"Medium","Medium","Medium","Public","High School",65,"11-20","2","1","2"
19,87,50,"Low","High","High","Public","High School",67,"11-20","1","2","2"
16,61,82,"Medium","Low","Medium","Public","High School",63,"11-20","2","1","2"
7,68,74,"Medium","Low","High","Public","High School",62,"0-10","2","1","1"
30,87,61,"High","Medium","High","Private","High School",73,"21-30","1","3","4"
24,91,51,"High","Medium","Medium","Public","High School",72,"21-30","1","3","3"
23,94,58,"High","Low","Low","Public","High School",71,"21-30","1","3","3"
21,72,80,"High","Low","Medium","Public","High School",67,"21-30","2","2","3"
12,97,83,"Medium","Low","Medium","Public","College",66,"11-20","2","2","2"
17,82,82,"High","Medium","Medium","Private","High School",68,"11-20","2","2","2"
25,88,58,"Low","Low","Medium","Public","Postgraduate",70,"21-30","1","3","3"
14,84,96,"Medium","Low","Medium","Private","Postgraduate",66,"11-20","3","2","2"
5,65,71,"Medium","Low","Medium","Private","College",56,"0-10","2","1","1"
19,99,88,"High","Low","High","Public","High School",71,"11-20","3","3","2"
19,65,58,"Medium","Medium","High","Private","Postgraduate",64,"11-20","1","1","2"
21,70,74,"Low","Medium","Medium","Public","Postgraduate",65,"21-30","2","1","3"
24,93,76,"High","Low","Medium","Public","High School",70,"21-30","2","3","3"
24,85,89,"Medium","Low","Medium","Public","Postgraduate",70,"21-30","3","3","3"
22,94,81,"Medium","Medium","High","Public","High School",71,"21-30","2","3","3"
27,81,70,"Medium","Low","Medium","Public","High School",70,"21-30","2","3","3"
11,75,64,"Medium","Low","Medium","Public","College",62,"11-20","2","1","2"
23,97,99,"Low","Low","Medium","Private","High School",72,"21-30","3","3","3"
24,61,64,"Low","Low","Medium","Private","High School",62,"21-30","2","1","3"
13,94,56,"High","Low","High","Public","College",67,"11-20","1","2","2"
11,69,65,"Low","Low","Medium","Public","College",58,"11-20","2","1","2"
16,94,66,"Medium","Medium","High","Public","College",69,"11-20","2","2","2"
16,66,56,"Medium","Low","High","Private","College",60,"11-20","1","1","2"
25,83,85,"High","Low","Medium","Public","College",72,"21-30","2","3","3"
16,96,81,"Medium","Low","Low","Public","High School",66,"11-20","2","2","2"
15,79,66,"Medium","Low","Medium","Public","College",66,"11-20","2","2","2"
16,90,100,"Low","High","Medium","Private","High School",69,"11-20","3","2","2"
27,92,83,"Low","Low","Medium","Public","College",70,"21-30","2","3","3"
20,89,85,"Medium","Medium","High","Public","Postgraduate",70,"11-20","2","3","3"
19,97,78,"Low","Medium","Low","Private","College",70,"11-20","2","3","2"
19,78,78,"Medium","Low","High","Public","College",67,"11-20","2","2","2"
28,67,51,"Medium","Medium","Medium","Public","High School",67,"21-30","1","2","3"
16,62,89,"High","Medium","Medium","Public","High School",59,"11-20","3","1","2"
28,70,96,"Low","Medium","Medium","Private","",67,"21-30","3","2","3"
21,66,56,"Medium","Low","Medium","Private","Postgraduate",65,"21-30","1","1","3"
19,82,90,"Medium","High","Medium","Public","College",68,"11-20","3","2","2"
35,67,77,"Low","Low","Medium","Public","College",71,"30+","2","3","4"
14,62,64,"Medium","Low","Medium","Public","College",61,"11-20","2","1","2"
18,61,96,"Medium","Medium","Medium","Public","High School",63,"11-20","3","1","2"
13,93,51,"Low","Low","High","Private","High School",67,"11-20","1","2","2"
26,84,64,"Medium","Medium","High","Public","College",69,"21-30","2","2","3"
30,74,94,"Low","Medium","Medium","Public","High School",70,"21-30","3","3","4"
30,96,74,"High","Low","Low","Public","High School",69,"21-30","2","2","4"
27,63,80,"Medium","Low","High","Public","High School",66,"21-30","2","2","3"
19,99,87,"Low","Medium","Medium","Public","High School",70,"11-20","2","3","2"
18,85,57,"Low","Medium","High","Public","Postgraduate",67,"11-20","1","2","2"
10,67,61,"Medium","Low","High","Private","High School",61,"0-10","1","1","2"
32,87,100,"Medium","Medium","Low","Private","Postgraduate",74,"30+","3","3","4"
23,91,62,"Low","Medium","High","Private","College",70,"21-30","1","3","3"
17,77,77,"Low","Medium","Medium","Private","High School",66,"11-20","2","2","2"
28,94,65,"High","Low","High","Public","High School",73,"21-30","2","3","3"
14,66,93,"Medium","Medium","Medium","Private","High School",62,"11-20","3","1","2"
22,71,98,"Low","Low","High","Public","High School",65,"21-30","3","1","3"
19,64,57,"Low","Medium","High","Private","High School",62,"11-20","1","1","2"
24,68,80,"Medium","Low","Low","Public","Postgraduate",64,"21-30","2","1","3"
20,70,91,"Medium","Low","Medium","Public","High School",63,"11-20","3","1","3"
11,97,91,"Medium","Medium","Medium","Public","High School",69,"11-20","3","2","2"
20,63,72,"Low","Low","High","Public","Postgraduate",63,"11-20","2","1","3"
26,77,61,"Medium","Low","Medium","Public","College",67,"21-30","1","2","3"
